업체명,모델명,연료,변속형식,차량형식,자동차 종류,표시연비,도심주행연비,고속도로연비,CO2배출량(g/km),1회충전주행거리(km),배기량,등급,출시연도,예상 연간유류비
포르쉐,파나메라 터보 S E-하이브리드,전기+휘발유,자동,PHEV,승용차,7.8,10.4,12.5,55,60,3996,PHEV,2025,2205415
롤스로이스,Rolls-Royce Phantom,휘발유,자동,내연기관,승용차,5.4,4.5,7,324,,6749,5등급,2025,4574194
현대,G80(RG3) FL 2.5T-GDI AWD 18인치 빌트인캠 무 26MY,휘발유,자동,내연기관,승용차,9.8,8.4,12.4,171,,2497,4등급,2025,2520474
현대,G80(RG3) FL 2.5T-GDI AWD 18인치 빌트인캠 유 26MY,휘발유,자동,내연기관,승용차,9.6,8.2,12.2,174,,2497,4등급,2025,2572984
현대,G80(RG3) FL 2.5T-GDI AWD 20인치 26MY(올시즌),휘발유,자동,내연기관,승용차,9.4,8.1,11.7,179,,2497,4등급,2025,2627729
현대,G80(RG3) FL 2.5T-GDI AWD 19인치 26MY,휘발유,자동,내연기관,승용차,9.5,8.1,11.9,177,,2497,4등급,2025,2600068
현대,G80(RG3) FL 2.5T-GDI RWD 20인치 26MY(올시즌),휘발유,자동,내연기관,승용차,9.9,8.6,12.2,169,,2497,4등급,2025,2495015
현대,G80(RG3) FL 2.5T-GDI RWD 19인치 26MY,휘발유,자동,내연기관,승용차,10.1,8.7,12.6,166,,2497,4등급,2025,2445609
현대,G80(RG3) FL 2.5T-GDI RWD 18인치 빌트인캠 무 26MY,휘발유,자동,내연기관,승용차,10.5,9.1,13.2,159,,2497,4등급,2025,2352443
현대,G80(RG3) FL 2.5T-GDI RWD 18인치 빌트인캠 유 26MY,휘발유,자동,내연기관,승용차,10.4,8.9,13.1,161,,2497,4등급,2025,2375063
아우디,Q6 e-tron performance range,전기,없음,전기,승용차,4.8,5.2,4.4,,507,,3등급,2025,1199719
볼보,볼보 EX30 Single Motor ER,전기,없음,전기,승용차,4.8,5.2,4.4,,351,,3등급,2025,1199719
GM,캐딜락 Escalade,휘발유,자동,내연기관,승용차,6.4,5.6,7.7,275,,6162,5등급,2025,3859477
롤스로이스,Rolls-Royce Phantom Extended,휘발유,자동,내연기관,승용차,5.3,4.4,7.1,329,,6749,5등급,2025,4660500
폴스타,Polestar 4 Long Range Dual Motor,전기,없음,전기,승용차,3.7,3.7,3.6,,395,,4등급,2025,1556392
롤스로이스,Rolls-Royce Black Badge Ghost,휘발유,자동,내연기관,승용차,5.6,4.7,7.2,312,,6749,5등급,2025,4410830
폭스바겐,Atlas 2.0 TSI,휘발유,자동,내연기관,승용차,8.5,7.6,10.1,199,,1984,5등급,2025,2905959
MINI,MINI Aceman E,전기,없음,전기,승용차,5.4,5.7,5,,312,,2등급,2024,1066417
MINI,MINI Cooper C Five-door,휘발유,자동,내연기관,승용차,12.3,10.7,15.2,135,,1998,3등급,2024,2008183
마세라티,Maserati GranTurismo Folgore,전기,없음,전기,승용차,3.5,3.5,3.5,,341,,4등급,2024,1645329
현대,스타리아(US4) 라운지 리무진 1.6T-GDI 하이브리드 6AT 9인 18인치,휘발유,자동,하이브리드,승용차,12.1,13.2,11,135,,1598,3등급,2025,2041376
포르쉐,911 카레라 GTS 카브리올레,휘발유,자동,하이브리드,승용차,7.9,6.9,9.6,222,,3591,5등급,2025,3126665
포르쉐,911 카레라 4 GTS 카브리올레,휘발유,자동,하이브리드,승용차,7.6,6.7,9.2,225,,3591,5등급,2025,3250086
벤츠,Mercedes-Benz GLB 250 4MATIC,휘발유,자동,하이브리드,승용차,10.5,9.5,12,163,,1991,4등급,2024,2352443
BMW,BMW 228 xDrive Gran Coupe,휘발유,자동,내연기관,승용차,11.7,10.1,14.3,144,,1998,3등급,2024,2111167
BMW,BMW M135 xDrive,휘발유,자동,내연기관,승용차,10.3,9,12.3,165,,1998,4등급,2024,2398121
MINI,MINI Cooper C Convertible,휘발유,자동,내연기관,승용차,12.3,10.8,14.8,136,,1998,3등급,2024,2008183
MINI,MINI Cooper S Convertible,휘발유,자동,내연기관,승용차,11.9,10.5,14.2,141,,1998,3등급,2024,2075685
벤츠,Mercedes-Benz EQS 450 4MATIC,전기,없음,전기,승용차,4.1,4.1,4.1,,565,,4등급,2024,1404549
벤츠,Mercedes-Benz EQS 350,전기,없음,전기,승용차,4.1,4.2,4,,464,,4등급,2024,1404549
벤츠,Mercedes-Benz EQE 350 +,전기,없음,전기,승용차,4.6,4.8,4.4,,513,,3등급,2024,1251880
혼다,ODYSSEY,휘발유,자동,내연기관,승용차,9,7.7,11.2,187,,3471,5등급,2015,2744517
벤츠,Mercedes-Benz EQE 350 4MATIC,전기,없음,전기,승용차,4.2,4.3,4.1,,449,,3등급,2024,1371107
포르쉐,파나메라 터보 S E-하이브리드 (5인승),전기+휘발유,자동,PHEV,승용차,7.8,10.4,12.5,55,60,3996,PHEV,2025,2205415
Lotus ,EMEYA S,전기,없음,전기,승용차,4.1,4.1,4.1,,486,,4등급,2024,1404549
아우디,Q6 e-tron performance,전기,없음,전기,승용차,4.3,4.7,3.9,,468,,3등급,2025,1339221
아우디,S5 TFSI,휘발유,자동,내연기관,승용차,9.2,7.9,11.6,185,,2995,5등급,2025,2684853
포르쉐,타이칸 GTS (5인승),전기,없음,전기,승용차,3.7,3.7,3.6,,425,,4등급,2025,1556392
아우디,A6 e-tron performance,전기,없음,전기,승용차,4.5,4.7,4.2,,469,,3등급,2025,1279700
아우디,S6 e-tron,전기,없음,전기,승용차,4.2,4.3,4,,440,,3등급,2025,1371107
아우디,Q5 40 TDI quattro,경유,자동,하이브리드,승용차,12.7,12.3,13.1,150,,1968,3등급,2025,1774831
폭스바겐,Atlas 2.0 TSI,휘발유,자동,내연기관,승용차,8.5,7.6,10.1,199,,1984,5등급,2025,2905959
ASTON MARTIN LAGONDA LIMITED,DBS 770 Ultimate Volante,휘발유,자동,내연기관,승용차,6.7,5.6,8.9,262,,5204,5등급,2025,3686664
포르쉐,타이칸 4 (5인승),전기,없음,전기,승용차,4.2,4.3,4.2,,422,,3등급,2025,1371107
포르쉐,"타이칸 4 (High, 5인승)",전기,없음,전기,승용차,4.1,4.2,4.1,,489,,4등급,2025,1404549
Lotus ,ELETRE R,전기,없음,전기,승용차,2.9,2.9,2.8,,375,,5등급,2024,1985741
Lotus ,ELETRE R,전기,없음,전기,승용차,2.9,2.9,2.8,,375,,5등급,2024,1985741
Lotus ,ELETRE R,전기,없음,전기,승용차,2.9,2.9,2.8,,375,,5등급,2024,1985741
BMW,BMW M235 xDrive Gran Coupe,휘발유,자동,내연기관,승용차,10.6,9.3,12.8,160,,1998,4등급,2024,2330250
MINI,MINI Aceman SE,전기,없음,전기,승용차,5.4,5.7,5,,312,,2등급,2024,1066417
벤츠,Mercedes-AMG CLE 53 4MATIC + Cabriolet,휘발유,자동,하이브리드,승용차,9.1,8,10.9,188,,2998,5등급,2024,2714357
포르쉐,타이칸 터보 GT ,전기,없음,전기,승용차,3.7,3.9,3.4,,419,,4등급,2025,1556392
벤츠,Mercedes-Benz GLS 450 d 4MATIC,경유,자동,하이브리드,승용차,10,9.1,11.4,194,,2989,4등급,2024,2254035
벤츠,Mercedes-AMG S 63 E PERFORMANCE,전기+휘발유,자동,PHEV,승용차,7.8,10.3,13.2,80,28,3982,PHEV,2024,2166724
토요타,토요타 Camry,휘발유,CVT,하이브리드,승용차,17.1,17.5,16.7,92,,2487,1등급,2024,1444482
BMW,BMW 530e,전기+휘발유,자동,PHEV,승용차,11.3,15.4,16.4,24,72,1998,PHEV,2024,1553500
ASTON MARTIN LAGONDA LIMITED,DB12 Coupe,휘발유,자동,내연기관,승용차,7.2,6.1,9.2,242,,3982,5등급,2024,3430646
마세라티,Maserati Grecale Folgore,전기,없음,전기,승용차,3,3.1,2.9,,333,,5등급,2024,1919550
Lotus ,ELETRE R,전기,없음,전기,승용차,2.9,2.9,2.8,,375,,5등급,2024,1985741
현대,GV80 e-S/C 3.5T-GDI 20인치(nC) (25MY),휘발유,자동,하이브리드,승용차,8.3,7.4,9.8,206,,3470,5등급,2024,2975982
현대,GV80 e-S/C 3.5T-GDI 20인치(C) (25MY),휘발유,자동,하이브리드,승용차,8.2,7.3,9.6,209,,3470,5등급,2024,3012274
현대,GV80 e-S/C 3.5T-GDI 22인치 (25MY),휘발유,자동,하이브리드,승용차,8.1,7.3,9.3,212,,3470,5등급,2024,3049463
현대,GV80 개조 3.5T AWD 쿠페 (25MY),휘발유,자동,내연기관,승용차,7.8,6.8,9.3,220,,3470,5등급,2024,3166750
현대,"GV80 개조 3.5T AWD 20"" 5인 빌트인캠 장착 (25MY)",휘발유,자동,내연기관,승용차,7.7,6.8,9.2,223,,3470,5등급,2024,3207877
현대,"GV80 개조 3.5T AWD 20""  6/7인 (25MY)",휘발유,자동,내연기관,승용차,7.7,6.8,9.2,223,,3470,5등급,2024,3207877
현대,"GV80 개조 3.5T AWD 22"" (25MY)",휘발유,자동,내연기관,승용차,7.7,6.8,9.2,223,,3470,5등급,2024,3207877
현대,"GV80 개조 3.5T AWD 20"" 5인 빌트인캠 미장착 (25MY)",휘발유,자동,내연기관,승용차,7.9,6.8,9.7,217,,3470,5등급,2024,3126665
현대,GV80 개조 2.5T AWD 쿠페 (25MY),휘발유,자동,내연기관,승용차,8.2,7.3,9.5,209,,2497,5등급,2024,3012274
현대,"GV80 개조 2.5T AWD 20""/22"" (25MY)",휘발유,자동,내연기관,승용차,8.3,7.4,9.7,206,,2497,5등급,2024,2975982
현대,"GV80 개조 2.5T AWD 19"" 6/7인 (25MY)",휘발유,자동,내연기관,승용차,8.5,7.5,10,201,,2497,5등급,2024,2905959
현대,"GV80 개조 2.5T AWD 19"" 5인 빌트인캠 장착 (25MY)",휘발유,자동,내연기관,승용차,8.7,7.6,10.5,197,,2497,5등급,2024,2839155
현대,"GV80 개조 2.5T AWD 19"" 5인 빌트인캠 미장착 (25MY)",휘발유,자동,내연기관,승용차,8.9,7.8,10.6,192,,2497,5등급,2024,2775354
현대,아이오닉9(ME1) 성능형 AWD,전기,없음,전기,승용차,4.1,4.4,3.7,,501,,4등급,2024,1404549
현대,아이오닉9(ME1) 항속형 AWD,전기,없음,전기,승용차,4.1,4.5,3.7,,503,,4등급,2024,1404549
현대,아이오닉9(ME1) 항속형 RWD 19인치,전기,없음,전기,승용차,4.3,4.7,3.9,,532,,3등급,2024,1339221
현대,아이오닉9(ME1) 항속형 RWD 21인치,전기,없음,전기,승용차,4.2,4.6,3.8,,511,,3등급,2024,1371107
케이지모빌리티,토레스 EVX 20인치,전기,없음,전기,승용차,4.7,5,4.3,,436,,3등급,2025,1225245
케이지모빌리티,토레스 EVX 18인치,전기,없음,전기,승용차,4.8,5.2,4.5,,452,,3등급,2025,1199719
Lotus ,ELETRE S,전기,없음,전기,승용차,3.3,3.3,3.2,,421,,5등급,2024,1745045
Lotus ,ELETRE S,전기,없음,전기,승용차,3.3,3.3,3.2,,421,,5등급,2024,1745045
랜드로버,디스커버리 D250,경유,자동,하이브리드,승용차,10.1,9.6,10.8,192,,2997,4등급,2024,2231718
벤츠,Mercedes-Benz GLS 450 d 4MATIC,경유,자동,하이브리드,승용차,10,9.1,11.4,194,,2989,4등급,2024,2254035
벤츠,Mercedes-Benz C300 4MATIC,휘발유,자동,하이브리드,승용차,11.3,9.9,13.7,149,,1999,4등급,2024,2185898
기아,스포티지(NQ5) HEV PE 1.6T-GDI 4WD 6AT 17인치,휘발유,자동,하이브리드,승용차,14.7,15,14.2,110,,1598,2등급,2024,1680316
기아,스포티지(NQ5) HEV PE 1.6T-GDI 2WD 6AT 17인치 빌트인캠 무,휘발유,자동,하이브리드,승용차,16.3,16.9,15.5,98,,1598,1등급,2024,1515377
기아,스포티지(NQ5) HEV PE 1.6T-GDI 2WD 6AT 17인치 빌트인캠 유	,휘발유,자동,하이브리드,승용차,15.8,16.2,15.3,101,,1598,2등급,2024,1563332
포르쉐,파나메라 GTS,휘발유,자동,내연기관,승용차,7.2,6.2,9,244,,3996,5등급,2025,3430646
포르쉐,파나메라 GTS (5인승),휘발유,자동,내연기관,승용차,7.2,6.2,9,244,,3996,5등급,2025,3430646
벤츠,Mercedes-Benz GLS 450 4MATIC,휘발유,자동,하이브리드,승용차,7.9,7.2,8.9,219,,2998,5등급,2024,3126665
벤츠,Mercedes-Benz GLE 300 d 4MATIC,경유,자동,하이브리드,승용차,11.6,11,12.5,165,,1993,3등급,2024,1943134
포르쉐,마칸 4,전기,없음,전기,승용차,4.2,4.6,3.7,,454,,3등급,2025,1371107
포르쉐,마칸,전기,없음,전기,승용차,4.3,4.8,3.9,,474,,3등급,2025,1339221
벤츠,Mercedes-AMG SL 43,휘발유,자동,하이브리드,승용차,8.8,7.4,11.3,196,,1991,5등급,2024,2806892
기아,K5(DL3) PE 2.0LPI 6AT 18인치 (25MY),LPG,자동,내연기관,승용차,9.5,8.2,11.5,138,,1999,4등급,2024,1571447
기아,K5(DL3) PE 2.0LPI 6AT 17인치 (25MY),LPG,자동,내연기관,승용차,9.8,8.5,11.8,133,,1999,4등급,2024,1523342
기아,K5(DL3) PE 2.0CVVL 6AT 16인치 빌트인캠 유 (25MY),휘발유,자동,내연기관,승용차,12.3,10.9,14.5,135,,1999,3등급,2024,2008183
기아,K5(DL3) PE 2.0CVVL 6AT 16인치 빌트인캠 무 (25MY),휘발유,자동,내연기관,승용차,12.6,11.2,14.7,132,,1999,3등급,2024,1960369
기아,K5(DL3) PE 1.6T-GDI 8AT 18인치 (25MY),휘발유,자동,내연기관,승용차,13,11.5,15.4,128,,1598,3등급,2024,1900050
기아,EV9 (MV1) 기본형 2WD 7인 19인치,전기,없음,전기,승용차,4.2,4.8,3.7,,374,,3등급,2025,1371107
마세라티,Maserati GranCabrio Folgore,전기,없음,전기,승용차,3.6,3.6,3.6,,321,,4등급,2024,1599625
벤츠,Mercedes-Maybach GLS600,휘발유,자동,하이브리드,승용차,6.2,5.5,7.5,280,,3982,5등급,2024,3983976
벤츠,Mercedes-Benz GLS 580 4MATIC,휘발유,자동,하이브리드,승용차,6.5,5.8,7.6,267,,3982,5등급,2024,3800100
벤츠,Mercedes-AMG GLE 53 4MATIC +,휘발유,자동,하이브리드,승용차,7.8,7.1,8.9,220,,2998,5등급,2024,3166750
벤츠,Mercedes-Benz GLE 450 4MATIC,휘발유,자동,하이브리드,승용차,8.4,7.6,9.5,205,,2998,5등급,2024,2940554
Lotus ,ELETRE S,전기,없음,전기,승용차,3.3,3.3,3.2,,421,,5등급,2024,1745045
기아,스포티지(NQ5) PE 2.0LPI 2WD 6AT 17인치 빌트인캠 무,LPG,자동,내연기관,승용차,9.2,8.2,10.6,143,,1999,5등급,2024,1622690
기아,스포티지(NQ5) PE 2.0LPI 2WD 6AT 17인치 빌트인캠 유,LPG,자동,내연기관,승용차,8.8,7.9,10.1,149,,1999,5등급,2024,1696449
기아,스포티지(NQ5) PE 2.0LPI 2WD 6AT 18인치,LPG,자동,내연기관,승용차,8.7,7.7,10.3,151,,1999,5등급,2024,1715948
기아,스포티지(NQ5) PE 2.0LPI 2WD 6AT 19인치,LPG,자동,내연기관,승용차,8.6,7.6,10.1,153,,1999,5등급,2024,1735901
기아,스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 19인치	,휘발유,자동,내연기관,승용차,11.5,10.4,13.1,144,,1598,4등급,2024,2147883
기아,스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 18인치 빌트인캠 유,휘발유,자동,내연기관,승용차,11.7,10.6,13.3,142,,1598,3등급,2024,2111167
기아,스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 18인치 빌트인캠 무	,휘발유,자동,내연기관,승용차,12,10.8,13.7,138,,1598,3등급,2024,2058388
기아,스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 17인치 빌트인캠 유,휘발유,자동,내연기관,승용차,12,10.9,13.6,138,,1598,3등급,2024,2058388
기아,스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 17인치 빌트인캠 무,휘발유,자동,내연기관,승용차,12.3,11.2,14,134,,1598,3등급,2024,2008183
기아,스포티지(NQ5) PE 1.6T-GDI 4WD 8AT 19인치	,휘발유,자동,내연기관,승용차,10.5,9.5,12,160,,1598,4등급,2024,2352443
기아,스포티지(NQ5) PE 1.6T-GDI 4WD 8AT 18인치	,휘발유,자동,내연기관,승용차,10.7,9.7,12.2,156,,1598,4등급,2024,2308472
기아,스포티지(NQ5) PE 1.6T-GDI 4WD 8AT 17인치 빌트인캠 유,휘발유,자동,내연기관,승용차,11.1,10,12.7,150,,1598,4등급,2024,2225284
기아,스포티지(NQ5) PE 1.6T-GDI 4WD 8AT 17인치 빌트인캠 무,휘발유,자동,내연기관,승용차,11.1,10,12.7,150,,1598,4등급,2024,2225284
기아,스포티지(NQ5) HEV PE 1.6T-GDI 4WD 6AT 18인치,휘발유,자동,하이브리드,승용차,14.7,15,14.2,110,,1598,2등급,2024,1680316
기아,스포티지(NQ5) HEV PE 1.6T-GDI 4WD 6AT 19인치,휘발유,자동,하이브리드,승용차,14.3,14.4,14.1,113,,1598,2등급,2024,1727318
기아,스포티지(NQ5) HEV PE 1.6T-GDI 2WD 6AT 18인치 빌트인캠 무,휘발유,자동,하이브리드,승용차,16.3,16.9,15.5,98,,1598,1등급,2024,1515377
기아,스포티지(NQ5) HEV PE 1.6T-GDI 2WD 6AT 18인치 빌트인캠 유,휘발유,자동,하이브리드,승용차,15.8,16.2,15.3,101,,1598,2등급,2024,1563332
기아,스포티지(NQ5) HEV PE 1.6T-GDI 2WD 6AT 19인치,휘발유,자동,하이브리드,승용차,15.6,16.2,14.8,102,,1598,2등급,2024,1583375
벤츠,Mercedes-Benz GLS 450 4MATIC,휘발유,자동,하이브리드,승용차,7.9,7.2,8.9,219,,2998,5등급,2024,3126665
벤츠,Mercedes-Benz GLE 300 d 4MATIC,경유,자동,하이브리드,승용차,11.6,11,12.5,165,,1993,3등급,2024,1943134
기아,EV9 (MV1) 기본형 2WD 6인 19인치,전기,없음,전기,승용차,4.2,4.8,3.7,,374,,3등급,2025,1371107
볼보,볼보 V90CCB5 AWD,휘발유,자동,하이브리드,승용차,11,9.7,13,156,,1969,4등급,2024,2245514
랜드로버,디펜더 110 D250,경유,자동,하이브리드,승용차,10,9.2,11.1,195,,2997,4등급,2024,2254035
아우디,A5 40 TDI quattro,경유,자동,하이브리드,승용차,14.5,13.7,15.6,130,,1968,2등급,2025,1554507
아우디,Q6 e-tron,전기,없음,전기,승용차,4.1,4.5,3.7,,346,,4등급,2025,1404549
벤츠,Mercedes-Benz C 200,휘발유,자동,하이브리드,승용차,12,10.5,14.5,140,,1999,3등급,2024,2058388
벤츠,Mercedes-Maybach GLS600,휘발유,자동,하이브리드,승용차,6.2,5.5,7.5,280,,3982,5등급,2024,3983976
랜드로버,디펜더 110 D300,경유,자동,하이브리드,승용차,10,9.2,11.1,195,,2997,4등급,2024,2254035
랜드로버,디펜더 130 D300,경유,자동,하이브리드,승용차,10.4,9.4,11.9,187,,2997,4등급,2024,2167341
랜드로버,디스커버리 D350,경유,자동,하이브리드,승용차,10.1,9.6,10.8,192,,2997,4등급,2024,2231718
테슬라코리아 유한회사,Model 3 RWD,전기,없음,전기,승용차,5.4,5.7,5.1,,382,,2등급,2025,1066417
포드,Lincoln Aviator 3.0L AWD(Reserve),휘발유,자동,내연기관,승용차,7.7,6.9,9.1,217,,2956,5등급,2024,3207877
Lotus ,ELETRE S,전기,없음,전기,승용차,3.3,3.3,3.2,,421,,5등급,2024,1745045
Lotus ,ELETRE R,전기,없음,전기,승용차,3.1,3.1,3.1,,397,,5등급,2024,1857629
Lotus ,ELETRE S,전기,없음,전기,승용차,3.5,3.6,3.4,,448,,4등급,2024,1645329
벤틀리,Bentayga S,휘발유,자동,내연기관,승용차,7,6.1,8.3,250,,3996,5등급,2025,3528664
벤틀리,Bentayga S,휘발유,자동,내연기관,승용차,7,6.1,8.3,250,,3996,5등급,2025,3528664
벤틀리,Bentayga V8,휘발유,자동,내연기관,승용차,7,6.1,8.3,250,,3996,5등급,2025,3528664
벤틀리,Bentayga V8,휘발유,자동,내연기관,승용차,7,6.1,8.3,250,,3996,5등급,2025,3528664
벤틀리,Bentayga V8 EWB,휘발유,자동,내연기관,승용차,7,6.1,8.3,250,,3996,5등급,2025,3528664
벤틀리,Bentayga V8 EWB,휘발유,자동,내연기관,승용차,7,6.1,8.3,250,,3996,5등급,2025,3528664
랜드로버,더 뉴 레인지로버 스포츠 P400,휘발유,자동,하이브리드,승용차,8.3,7.4,9.9,206,,2996,5등급,2024,2975982
기아,레이(TAM PE2) 1.0MPI 1인 14인치 밴 25MY,휘발유,자동,내연기관,승용차,12.9,12.2,13.8,127,,998,경형,2024,1914779
기아,레이(TAM PE2) 1.0MPI 2인 14인치 밴 25MY,휘발유,자동,내연기관,승용차,12.9,12.2,13.8,127,,998,경형,2024,1914779
포르쉐,카이엔 터보 E-하이브리드,전기+휘발유,자동,PHEV,승용차,7.9,10.6,11.9,44,56,3996,PHEV,2024,2205415
포르쉐,카이엔 터보 E-하이브리드 Coupe,전기+휘발유,자동,PHEV,승용차,7.9,10.6,11.9,44,56,3996,PHEV,2024,2205415
포르쉐,파나메라 터보 E-하이브리드,전기+휘발유,자동,PHEV,승용차,7.7,10.1,12.5,55,57,3996,PHEV,2024,2245514
폴스타,Polestar 4 Long Range Single Motor,전기,없음,전기,승용차,4.6,4.8,4.4,,511,,3등급,2024,1251880
포드,Lincoln Aviator 3.0L AWD(Black Label),휘발유,자동,내연기관,승용차,7.7,6.9,9.1,217,,2956,5등급,2024,3207877
벤츠,Mercedes-Benz CLE 200 Cabriolet,휘발유,자동,하이브리드,승용차,11.2,9.5,14.3,150,,1999,4등급,2024,2205415
벤츠,Mercedes-Benz GLS 580 4MATIC,휘발유,자동,하이브리드,승용차,6.5,5.8,7.6,267,,3982,5등급,2024,3800100
벤츠,Mercedes-Benz GLE 450 4MATIC Coupe,휘발유,자동,하이브리드,승용차,8.2,7.5,9.4,208,,2998,5등급,2024,3012274
벤츠,Mercedes-Benz GLE 450 d 4MATIC Coupe,경유,자동,하이브리드,승용차,11,10.1,12.3,176,,2989,4등급,2024,2049123
랜드로버,디펜더 130 P400,휘발유,자동,하이브리드,승용차,7.2,6.6,8.2,242,,2996,5등급,2024,3430646
벤츠,Mercedes-Benz CLE 200 Coupe,휘발유,자동,하이브리드,승용차,11.7,10.3,14,143,,1999,3등급,2024,2111167
벤츠,Mercedes-AMG GLE 53 4MATIC + Coupe,휘발유,자동,하이브리드,승용차,8.3,7.5,9.5,206,,2998,5등급,2024,2975982
벤츠,Mercedes-AMG G 63,휘발유,자동,하이브리드,승용차,5.8,5.4,6.5,299,,3982,5등급,2024,4258733
벤츠,Mercedes-AMG GLE 53 4MATIC +,휘발유,자동,하이브리드,승용차,7.8,7.1,8.9,220,,2998,5등급,2024,3166750
벤츠,Mercedes-Benz GLE 450 4MATIC,휘발유,자동,하이브리드,승용차,8.4,7.6,9.5,205,,2998,5등급,2024,2940554
랜드로버,더 뉴 레인지로버 스포츠 P360,휘발유,자동,하이브리드,승용차,8.3,7.4,9.9,206,,2996,5등급,2024,2975982
기아,레이(TAM PE2) 1.0MPI 5인 14인치 25MY,휘발유,자동,내연기관,승용차,12.9,12.2,13.8,127,,998,경형,2024,1914779
기아,레이(TAM PE2)1.0MPI 15인치 25MY,휘발유,자동,내연기관,승용차,12.6,11.9,13.5,130,,998,경형,2024,1960369
BMW,BMW 218d Active Tourer,경유,자동,내연기관,승용차,16,14.3,18.7,117,,1995,1등급,2024,1408772
포르쉐,마칸 터보,전기,없음,전기,승용차,4,4.4,3.7,,429,,4등급,2025,1439663
아우디,S e-tron GT,전기,없음,전기,승용차,3.7,3.8,3.7,,420,,4등급,2025,1556392
포르쉐,마칸 4S,전기,없음,전기,승용차,4.1,4.6,3.7,,450,,4등급,2025,1404549
