날짜,평균_에너지소비효율_전체,평균_1회충전주행거리_전체(km),평균_충전지용량_전체(Ah),평균_에너지소비효율_상업용,평균_1회충전주행거리_상업용(km),평균_충전지용량_상업용(Ah),평균_에너지소비효율_비상업용,평균_1회충전주행거리_비상업용(km),평균_충전지용량_비상업용(Ah)
2018-05-24,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-05-25,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-05-26,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-05-27,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-05-28,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-05-29,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-05-30,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-05-31,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-01,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-02,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-03,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-04,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-05,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-06,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-07,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-08,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-09,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-10,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-11,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-12,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-13,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-14,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-15,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-16,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-17,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-18,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-19,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-20,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-21,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-22,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-23,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-24,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-25,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-26,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-27,4.75,377.0,220.0,,,,4.75,377.0,220.0
2018-06-28,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-06-29,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-06-30,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-01,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-02,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-03,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-04,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-05,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-06,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-07,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-08,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-09,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-10,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-11,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-12,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-13,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-14,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-15,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-16,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-17,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-18,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-19,4.54,314.6,200.0,,,,4.75,377.0,220.0
2018-07-20,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-07-21,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-07-22,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-07-23,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-07-24,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-07-25,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-07-26,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-07-27,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-07-28,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-07-29,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-07-30,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-07-31,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-01,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-02,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-03,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-04,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-05,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-06,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-07,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-08,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-09,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-10,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-11,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-12,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-13,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-14,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-15,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-16,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-17,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-18,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-19,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-20,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-21,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-22,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-23,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-24,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-25,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-26,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-27,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-28,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-29,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-30,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-08-31,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-01,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-02,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-03,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-04,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-05,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-06,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-07,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-08,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-09,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-10,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-11,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-12,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-13,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-14,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-15,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-16,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-17,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-18,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-19,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-20,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-21,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-22,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-23,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-24,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-25,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-26,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-27,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-28,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-29,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-09-30,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-01,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-02,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-03,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-04,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-05,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-06,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-07,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-08,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-09,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-10,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-11,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-12,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-13,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-14,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-15,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-16,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-17,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-18,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-19,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-20,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-21,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-22,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-23,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-24,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-25,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-26,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-27,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-28,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-29,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-30,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-10-31,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-01,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-02,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-03,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-04,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-05,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-06,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-07,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-08,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-09,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-10,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-11,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-12,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-13,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-14,4.785714285714286,314.85714285714283,185.71428571428572,,,,4.966666666666667,356.5,196.66666666666666
2018-11-15,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-16,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-17,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-18,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-19,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-20,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-21,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-22,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-23,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-24,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-25,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-26,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-27,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-28,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-29,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-11-30,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-12-01,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-12-02,4.7,334.0,198.75,,,,4.8428571428571425,372.42857142857144,210.0
2018-12-03,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-04,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-05,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-06,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-07,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-08,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-09,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-10,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-11,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-12,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-13,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-14,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-15,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-16,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-17,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-18,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-19,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-20,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-21,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-22,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-23,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-24,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-25,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-26,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-27,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-28,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-29,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-30,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2018-12-31,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-01,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-02,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-03,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-04,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-05,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-06,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-07,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-08,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-09,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-10,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-11,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-12,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-13,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-14,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-15,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-16,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-17,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-18,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-19,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-20,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-21,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-22,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-23,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-24,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-25,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-26,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-27,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-28,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-29,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-30,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-01-31,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-01,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-02,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-03,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-04,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-05,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-06,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-07,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-08,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-09,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-10,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-11,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-12,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-13,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-14,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-15,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-16,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-17,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-18,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-19,4.790000000000001,314.3,182.0,,,,4.911111111111111,342.0,188.88888888888889
2019-02-20,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-02-21,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-02-22,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-02-23,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-02-24,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-02-25,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-02-26,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-02-27,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-02-28,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-03-01,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-03-02,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-03-03,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-03-04,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-03-05,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-03-06,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-03-07,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-03-08,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-03-09,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
2019-03-10,4.625000000000001,318.6666666666667,191.83333333333334,,,,4.70909090909091,341.72727272727275,198.36363636363637
